"","group","gender","age","education","country","Arab","Asian","Black","White","Hispanic","Native_Australian","Native_American","Other","NPAS_1","NPAS_2","NPAS_3","NPAS_4","NPAS_5","NPAS_6","NPAS_7","NPAS_8","NPAS_9","NPAS_10","NPAS_11","NPAS_12","NPAS_13","NPAS_14","NPAS_15","NPAS_16","NPAS_17","NPAS_18","NPAS_19","NPAS_20","NPAS_21","NPAS_22","NPAS_23","NPAS_24","NPAS_25","NPAS_26","TIPI_1","TIPI_2","TIPI_3","TIPI_4","TIPI_5","TIPI_6","TIPI_7","TIPI_8","TIPI_9","TIPI_10","TIPI_11","TOTAL_NPAS","Extraversion","Agreeableness","Conscientousness","Emotional_Stability","Openness"
"356",2,2,26,3,82,0,0,0,1,0,0,0,0,4,4,3,4,5,2,3,2,5,5,4,1,4,2,1,3,3,2,3,3,4,3,4,4,4,3,2,5,6,2,3,7,4,2,6,5,6,85,1.5,3.5,6,6,3
"357",2,2,23,2,185,0,0,0,1,0,0,0,0,4,3,4,2,5,4,4,3,5,5,5,1,4,2,5,3,5,3,5,5,5,5,5,5,4,5,3,6,6,7,5,7,7,6,1,3,5,106,2,4.5,4,1,5
"358",2,1,39,2,185,0,0,0,1,0,0,0,0,4,4,3,2,5,2,4,4,5,4,4,1,4,4,4,5,5,4,4,3,4,4,4,3,5,4,5,5,6,5,5,5,5,2,3,3,6,99,4,4,6,3,5
"359",2,1,25,2,187,0,0,0,0,1,1,0,0,4,4,4,3,2,1,4,1,5,3,5,1,3,1,1,5,5,3,5,2,5,5,1,3,5,5,5,4,7,1,7,5,6,5,6,6,6,86,4,5,5,6.5,4.5
"360",2,1,26,2,185,0,0,0,1,0,0,0,0,4,3,5,4,2,5,5,5,4,3,5,2,2,5,1,3,5,5,5,4,3,5,5,4,2,5,1,4,7,6,7,7,4,2,2,2,7,101,1,4,6.5,2,6.5
"361",2,2,41,3,185,0,0,0,1,0,0,0,0,5,4,1,1,4,3,5,5,5,5,5,2,5,3,1,5,2,3,1,5,5,5,4,5,1,5,1,4,5,7,5,7,6,5,1,5,6,95,1,5,4,1,4
"362",2,2,33,4,185,0,0,0,1,0,0,0,0,5,5,5,4,2,3,5,2,5,3,4,1,4,4,1,4,4,3,5,2,4,4,4,2,4,4,3,5,7,6,3,5,7,3,6,3,6,93,3,5,6,4,4
"363",2,2,36,2,185,0,0,0,1,0,0,0,0,3,4,1,3,5,3,2,3,2,4,4,4,5,2,1,3,2,4,1,1,2,3,4,3,4,4,5,4,5,5,5,5,6,1,5,1,4,77,4,5,6,4,6
"364",2,2,21,3,185,0,0,0,1,0,0,0,0,5,5,2,3,4,5,5,5,5,3,3,2,2,4,1,4,2,4,4,3,4,5,4,2,2,5,5,1,5,6,6,5,4,5,3,5,5,93,4,5.5,4,2.5,4.5
"365",2,2,20,3,185,0,0,0,1,0,0,0,0,4,5,5,3,5,5,4,2,5,4,4,4,5,1,3,4,5,4,5,4,5,5,5,5,5,5,5,1,7,6,7,5,6,6,4,1,6,111,4,6.5,4.5,3,7
"366",2,1,40,3,185,0,0,0,1,0,0,0,0,3,4,4,3,4,3,3,2,5,2,4,1,2,4,1,2,1,4,5,1,2,4,3,1,5,4,4,5,6,3,6,6,7,3,6,3,7,77,3,5,5.5,5.5,5.5
"367",2,2,18,2,185,0,0,0,1,0,0,0,1,5,5,4,2,1,2,3,4,4,1,1,1,3,4,1,2,2,3,4,2,1,3,3,1,1,1,7,4,6,1,5,2,5,4,7,1,7,64,6.5,4.5,5,7,6
"368",2,2,23,3,185,0,0,0,1,0,0,0,0,2,5,3,2,5,4,3,2,4,5,4,1,3,1,5,4,1,2,1,4,2,5,5,5,2,4,5,4,7,6,6,5,7,2,1,1,6,84,4,5.5,6.5,1.5,6.5
"369",2,2,26,3,185,0,0,0,1,0,0,0,0,5,5,5,4,4,5,5,5,5,5,5,5,5,4,5,5,4,5,5,5,5,5,5,4,5,5,2,5,7,7,6,6,5,1,4,2,7,125,2,4,7,2.5,6
"370",2,2,21,4,185,0,0,0,1,0,0,0,0,4,4,1,2,5,2,4,1,4,2,2,4,2,1,4,4,4,2,4,2,5,4,3,4,4,4,6,7,5,5,7,1,3,5,1,1,5,82,6.5,2,4,2,7
"371",2,2,29,3,185,0,0,0,1,0,0,0,0,4,4,4,5,5,4,4,3,5,5,5,4,3,2,5,5,5,4,5,4,3,4,5,4,4,5,5,3,6,5,4,6,5,4,6,1,6,110,3.5,5,5,4.5,5.5
"372",2,1,22,2,185,0,0,0,1,0,0,0,0,5,5,5,5,2,2,5,5,5,1,2,2,2,4,5,2,4,4,5,5,2,5,5,5,4,4,6,6,4,3,5,3,6,6,3,2,6,100,5.5,4,3,4,5.5
"373",2,2,26,2,185,0,0,0,1,0,0,0,0,5,5,2,3,5,5,4,5,5,5,5,3,5,3,1,4,4,4,5,4,5,5,2,4,5,5,2,5,7,7,7,7,7,5,1,4,6,108,1.5,5,5,1,5.5
"374",2,2,47,4,185,0,0,0,1,0,0,0,0,4,3,5,4,5,5,5,4,5,5,4,4,4,2,2,3,3,4,5,4,5,4,4,4,3,4,5,5,5,5,4,5,6,5,6,3,5,104,4,4.5,4,4.5,4.5
"375",2,2,39,2,185,0,0,0,1,0,0,0,0,4,3,4,5,5,3,5,2,5,3,5,2,4,2,5,4,5,2,2,4,5,4,3,4,4,4,6,2,4,2,6,2,6,4,5,2,5,98,6,6,4,5.5,6
"376",2,2,29,2,185,0,0,0,1,0,0,0,0,4,3,1,4,4,1,4,2,5,2,4,1,4,1,1,4,4,3,4,1,3,2,2,4,2,5,5,2,5,7,3,5,6,2,5,5,5,75,4,6,5.5,3,3
"377",2,1,38,4,185,0,0,0,1,0,0,0,0,5,4,5,3,4,4,5,5,5,5,4,1,4,4,4,4,4,4,5,5,5,5,5,5,3,5,4,4,7,4,6,6,6,2,7,6,6,112,3,5,6.5,5.5,4
"378",2,2,28,3,185,0,0,0,1,0,0,0,0,4,3,4,2,5,3,4,4,5,5,4,3,4,3,1,3,1,5,3,5,5,3,4,5,5,5,6,7,7,6,5,1,4,1,5,1,7,98,6.5,2.5,7,3.5,6
"379",2,2,24,2,185,0,0,0,1,0,0,0,0,5,4,4,4,4,5,5,5,5,5,5,1,4,5,4,4,4,4,5,5,5,5,5,5,5,5,5,3,3,6,6,6,6,2,3,3,6,117,3.5,5.5,4.5,2.5,5.5
"380",2,2,29,3,185,0,0,0,1,0,0,0,0,5,5,5,5,3,4,5,2,5,5,2,1,2,4,4,2,1,3,3,4,4,3,3,4,4,2,6,1,6,5,7,2,6,2,3,1,5,90,6,6.5,6,3,7
"381",2,1,48,2,185,0,0,0,1,0,0,0,0,4,1,4,2,5,1,4,3,5,3,4,1,3,4,1,3,4,4,5,3,4,3,3,3,3,3,5,6,5,7,4,4,1,2,3,4,6,83,4.5,1.5,5.5,2,4
"382",2,1,37,4,185,0,0,0,1,0,0,0,0,5,4,5,5,5,4,5,4,5,4,4,4,4,4,1,4,4,4,5,4,3,4,4,5,4,5,2,5,3,5,6,6,6,6,5,6,7,109,2,4.5,2.5,4,4
"383",2,1,19,3,185,0,0,0,1,0,0,0,0,5,2,5,3,4,3,4,4,5,5,5,2,4,4,5,2,2,4,5,5,3,5,5,5,4,5,5,6,5,6,7,1,5,6,4,1,7,105,6,3.5,3.5,3,7
"384",2,2,30,3,187,0,0,0,1,0,0,0,0,3,2,5,3,4,3,2,4,4,3,3,2,2,1,1,3,2,2,4,4,2,3,3,4,5,5,6,4,5,6,5,3,5,5,2,1,6,79,5.5,4.5,4,2,6
"385",2,2,26,3,82,0,0,0,1,0,0,0,0,3,2,2,3,4,3,3,2,3,3,4,2,2,2,5,3,3,3,4,3,4,4,5,4,4,3,6,4,5,5,5,3,4,3,3,1,7,83,5.5,4,5,3,6
"386",2,2,21,3,185,0,0,0,1,0,0,0,0,5,3,5,5,3,5,5,5,5,4,1,1,2,5,1,3,5,5,5,5,5,5,5,5,5,5,7,7,7,7,7,7,7,7,2,2,7,108,4,4,4,1.5,6.5
"387",2,2,21,2,185,0,0,0,1,0,0,0,0,5,4,5,5,4,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,4,5,7,7,5,7,4,7,1,1,7,126,2.5,3.5,4,1,6
"388",2,2,23,3,185,0,0,0,1,0,0,0,0,4,4,5,4,5,5,4,3,5,5,5,4,3,5,3,3,5,5,5,5,5,5,5,5,4,5,2,5,4,7,5,6,5,3,1,1,6,116,2,4,4.5,1,6
"389",2,2,21,2,185,0,0,0,1,0,0,0,0,3,5,3,1,4,3,3,2,3,4,4,1,4,1,5,3,5,5,3,5,5,4,3,5,3,5,1,5,6,7,3,7,4,7,1,2,5,92,1,3.5,3.5,1,4.5
"390",2,2,23,3,185,0,0,0,1,0,0,0,0,4,4,5,5,5,5,4,5,4,5,5,2,5,2,5,3,3,4,5,4,5,5,5,5,5,5,5,5,3,7,6,5,5,4,1,1,7,114,4,4,3.5,1,6.5
"391",2,2,24,3,185,0,0,0,1,0,0,0,0,1,1,3,2,4,2,1,3,4,3,4,1,1,1,3,3,5,2,5,3,5,3,3,5,4,5,3,6,5,5,4,3,5,5,5,3,5,77,4,3.5,4,4,4.5
"392",2,2,33,4,185,0,0,0,1,0,0,0,0,5,5,1,3,5,2,5,5,1,4,2,3,5,5,5,5,1,5,1,4,2,5,5,4,1,1,4,6,7,1,7,4,7,2,7,1,6,90,4,4.5,6.5,7,7
"393",2,1,24,2,185,0,0,0,1,0,0,0,0,5,4,5,3,4,2,5,5,5,1,4,1,3,5,4,3,5,5,5,4,5,2,2,4,1,5,2,1,3,7,7,4,7,5,1,2,6,97,3,7,3,1,6.5
"394",2,2,20,2,185,0,0,0,1,0,0,0,0,5,5,4,5,2,4,2,4,5,5,5,1,2,5,4,3,2,1,5,5,5,4,3,5,5,4,2,1,6,2,6,6,7,5,6,3,7,100,2,7,4.5,6,5.5
"395",2,2,27,2,185,0,0,0,1,0,0,0,0,5,4,4,3,5,4,4,4,5,5,5,2,4,3,1,5,5,4,5,4,4,5,3,4,4,5,2,5,5,7,5,7,6,3,3,5,6,106,1.5,4.5,5,2,4
"396",2,2,21,2,185,0,1,0,1,0,0,0,0,4,1,5,3,2,4,1,1,3,1,3,1,2,5,3,5,4,1,5,5,5,4,5,5,1,3,7,5,4,5,5,1,5,4,1,1,5,82,7,4,4,2,6
"397",2,3,38,1,185,0,0,0,1,0,0,0,0,4,3,5,4,4,4,4,4,5,5,5,2,3,5,1,3,5,4,5,5,4,5,4,5,3,5,2,6,6,7,7,7,6,3,2,5,6,106,1.5,4,5.5,1.5,5
"398",2,2,33,3,185,0,0,0,1,0,0,0,0,3,1,5,2,1,2,3,3,1,2,3,1,1,1,1,4,3,2,5,5,3,3,4,5,1,2,5,6,4,7,6,4,5,4,3,1,6,67,4.5,3.5,4,2,6.5
"399",2,1,24,2,185,0,0,0,1,0,0,0,0,3,1,4,4,5,2,3,1,5,3,3,1,1,3,5,3,1,3,3,1,4,1,3,3,4,4,5,4,7,4,5,4,7,4,4,4,7,74,4.5,5.5,5.5,4,4.5
"400",2,2,31,2,185,0,0,0,1,0,0,0,0,3,3,5,2,4,4,5,4,5,5,5,1,3,5,4,4,5,5,5,4,5,5,4,5,5,5,6,3,7,5,6,5,7,3,2,3,7,110,4.5,6,6,2.5,5.5
"401",2,2,22,3,185,0,0,0,1,0,0,0,0,5,5,4,5,5,5,5,5,5,3,5,3,2,5,1,2,1,4,5,5,5,5,5,2,5,5,6,5,7,6,7,3,7,3,5,1,7,107,5.5,5,6,3.5,7
"402",2,2,25,4,185,0,0,0,1,0,0,0,0,5,5,4,3,5,4,5,4,5,4,3,1,2,4,1,5,2,4,5,4,2,4,5,5,3,5,6,1,3,6,6,5,5,6,3,5,6,99,4.5,6,2.5,2.5,4.5
"403",2,2,20,2,185,0,0,0,1,0,0,0,0,4,4,4,5,3,5,5,4,4,4,5,3,4,5,1,3,5,4,5,5,5,4,4,4,3,3,3,5,6,3,2,2,4,3,3,7,6,105,4.5,3.5,5.5,4,1.5
"404",2,1,42,2,185,0,0,0,1,0,0,0,0,3,1,4,3,1,3,4,2,5,1,1,1,2,1,1,1,1,2,5,1,1,3,3,2,3,1,6,3,6,3,6,3,6,2,4,4,6,56,5.5,5.5,6,4.5,5
"405",2,2,31,2,185,0,0,0,1,0,0,0,0,4,5,5,3,5,3,5,2,5,5,4,3,4,4,5,4,2,4,5,4,4,4,5,4,5,3,6,3,6,7,7,6,6,4,4,1,7,106,4,5.5,5,2.5,7
"406",2,1,20,2,185,0,0,0,1,0,0,0,0,4,3,5,4,5,3,4,5,5,5,5,4,4,4,2,5,3,4,5,5,2,4,5,4,4,4,5,5,2,1,6,6,7,6,7,1,7,107,3.5,5,2,7,6.5
"407",2,2,22,2,185,0,0,0,1,0,0,0,0,5,5,4,4,4,4,5,4,5,4,4,1,4,5,1,3,4,5,5,5,4,4,4,4,5,5,5,3,6,5,7,6,6,4,7,2,6,107,3.5,5.5,5,5,6.5
"408",2,2,30,4,48,0,0,0,1,0,0,0,0,4,3,3,5,5,3,4,4,4,5,4,2,5,1,2,5,4,4,3,4,4,4,3,4,2,4,2,5,6,6,6,7,6,1,3,4,5,95,1.5,4.5,6.5,2.5,5
"409",2,3,30,3,185,0,0,0,1,0,0,0,0,4,4,5,4,5,4,4,4,5,5,4,3,4,4,5,4,5,4,5,5,5,5,5,5,4,4,5,4,6,4,3,5,5,2,5,2,6,115,4,4.5,6,4.5,4.5
"410",2,2,22,3,185,0,0,0,1,0,0,0,0,4,3,4,5,4,3,4,4,4,5,5,3,3,2,5,5,4,5,4,5,5,3,4,5,4,5,2,2,6,4,5,6,6,2,3,1,6,107,2,6,6,3.5,6
"411",2,1,26,3,82,0,0,0,1,0,0,0,0,4,3,4,4,5,3,4,4,5,3,3,2,3,4,3,4,3,4,4,5,4,4,4,5,5,4,5,5,5,5,5,5,5,3,5,2,6,100,4,4,5,4,5.5
"412",2,1,19,3,185,0,0,0,1,0,0,0,0,5,5,5,5,5,3,4,4,5,2,5,1,5,5,1,1,1,5,5,5,5,5,5,4,4,4,5,7,7,2,7,3,4,1,4,3,6,104,5,2.5,7,5,6
"413",2,2,27,2,185,0,0,0,1,0,0,0,0,4,5,2,3,4,4,4,5,4,2,2,1,4,2,4,4,3,5,5,4,5,5,4,5,4,1,6,7,3,3,7,2,6,7,6,2,6,95,6,3.5,2,5.5,6.5
"414",2,2,20,2,185,0,0,0,1,0,0,0,0,5,4,5,2,5,2,3,2,5,4,3,1,4,2,4,4,5,2,4,5,5,4,4,5,5,5,5,5,5,7,6,3,7,6,2,2,6,99,5,5,3.5,1.5,6
"415",2,2,22,3,185,0,0,0,1,0,0,0,0,5,3,3,4,5,5,5,4,5,5,5,3,2,2,1,3,4,5,5,5,5,5,5,5,4,5,2,3,4,6,5,6,6,6,3,3,6,108,2,5.5,3,2.5,5
"416",2,2,21,2,185,0,0,0,1,0,0,0,0,4,4,5,3,5,4,4,5,5,5,3,1,4,1,4,3,3,3,5,5,5,5,5,5,5,4,6,7,4,5,7,2,4,6,1,2,7,105,6,2.5,3,2,6.5
"417",2,2,18,2,185,0,0,0,1,0,0,0,0,4,5,5,5,5,5,5,5,4,5,5,5,5,2,3,3,5,5,5,5,5,5,5,3,5,5,6,6,7,7,5,1,6,7,4,7,7,119,6.5,4,4,2.5,3
"418",2,2,21,4,185,0,0,0,1,0,0,0,0,4,5,5,4,5,4,3,4,4,5,4,4,4,5,5,3,3,4,5,4,4,5,5,5,5,3,7,5,6,4,7,2,6,4,6,2,7,111,6.5,4.5,5,5,6.5
"419",2,2,37,3,185,0,0,0,1,0,0,0,0,4,4,4,5,4,3,5,3,5,2,2,1,1,1,1,2,1,2,3,2,4,4,4,4,4,4,7,6,5,4,5,1,7,5,3,2,7,79,7,4.5,4,3.5,5.5
"420",2,1,29,3,185,0,0,0,1,0,0,0,0,5,2,4,4,5,4,4,1,4,5,5,1,3,1,1,1,1,3,5,5,5,5,3,5,5,5,5,6,6,7,2,7,7,1,5,1,5,92,3,4.5,6.5,3,4.5
"421",2,2,34,2,185,0,0,0,1,0,0,0,0,4,5,5,5,5,5,5,4,5,5,5,1,4,3,5,5,5,5,5,5,5,5,5,4,3,5,3,2,3,6,7,7,3,5,3,1,7,118,2,4.5,3,2.5,7
"422",2,2,21,2,185,0,0,0,1,0,0,0,0,4,5,5,3,4,2,4,4,4,5,5,1,2,3,1,3,4,4,5,5,5,5,4,5,5,5,2,3,3,7,5,7,6,6,2,2,7,102,1.5,5.5,2.5,1.5,5.5
"423",2,2,29,3,185,0,0,0,1,0,0,0,0,3,3,4,3,5,3,2,2,3,4,4,4,4,1,3,4,4,4,5,4,4,4,4,4,4,4,3,2,4,5,6,7,7,2,4,3,7,93,2,6.5,5,3.5,5.5
"424",2,2,33,2,185,0,0,0,1,0,0,0,0,4,4,1,4,5,3,4,3,4,5,5,1,4,3,1,1,3,4,4,1,4,4,3,1,4,5,5,7,6,5,6,4,7,6,6,3,7,85,4.5,4,4,4.5,5.5
"425",2,2,22,2,185,0,1,0,1,0,0,0,0,4,4,5,3,4,4,3,4,4,4,4,1,3,5,1,3,5,4,5,5,5,5,5,5,4,5,3,2,5,7,6,5,6,5,2,4,7,104,3,6,4,1.5,5
"426",2,2,29,2,185,0,0,0,1,0,0,0,0,4,1,4,4,2,3,3,2,5,5,4,1,2,4,1,4,4,2,2,2,3,3,2,4,5,5,1,2,5,5,5,7,5,5,5,4,6,81,1,5.5,4,4,4.5
"427",2,2,24,2,185,0,0,0,1,0,0,0,0,4,5,5,4,5,3,4,4,5,5,5,1,3,3,1,4,4,3,5,3,4,3,4,3,4,4,2,6,6,5,4,5,3,3,2,5,6,98,2.5,2.5,5.5,2.5,3.5
"428",2,2,19,2,185,0,0,0,1,0,0,0,0,1,5,4,1,5,5,4,2,4,5,5,1,4,1,3,5,5,4,5,1,5,2,4,2,1,5,5,7,3,7,4,5,6,3,3,2,5,89,4,3.5,4,2,5
"429",2,2,37,2,185,0,0,0,1,0,0,0,0,4,4,5,4,5,5,5,4,5,4,3,2,2,2,1,3,4,4,5,5,4,4,3,5,4,3,5,3,5,4,7,1,6,6,4,2,5,99,6,5.5,3.5,4,6.5
"430",2,2,24,3,185,0,0,0,1,0,0,0,0,4,4,5,4,4,4,3,3,4,5,5,3,4,3,4,5,2,4,5,4,5,5,4,5,5,5,1,2,3,6,5,6,6,6,3,5,6,108,1.5,6,2.5,2.5,4
"431",2,2,28,2,185,0,0,0,1,0,0,0,0,4,5,2,4,4,3,3,2,4,3,3,1,3,1,1,2,4,3,1,2,3,4,3,3,3,4,5,2,6,5,6,5,7,5,4,4,5,75,4,6.5,4.5,3.5,5
"432",2,2,19,2,185,0,0,0,1,0,0,0,0,5,5,4,5,4,3,4,4,5,2,2,1,4,4,1,3,4,4,5,5,5,4,3,4,4,5,5,3,6,7,6,6,5,5,2,1,7,99,3.5,5,4.5,1.5,6.5
"433",2,2,32,3,185,0,0,0,1,0,0,0,0,4,5,5,5,5,4,5,4,5,5,5,4,5,2,5,4,4,5,4,5,5,5,5,5,5,5,6,5,6,5,6,5,7,5,3,1,7,120,4.5,5,4.5,3,6.5
"434",2,1,21,3,185,0,0,0,1,0,0,0,0,4,3,5,4,2,2,4,4,5,1,3,1,2,4,3,3,5,5,5,1,1,2,4,4,5,4,4,6,7,3,6,3,5,5,7,1,6,86,4.5,3.5,5,6,6.5
"435",2,2,25,3,185,0,0,0,1,0,0,0,0,4,5,5,3,5,4,3,3,4,5,5,1,3,1,1,3,4,4,5,4,5,3,5,4,5,5,5,5,6,6,6,4,5,6,5,2,6,99,4.5,4,4,3.5,6
"436",2,1,25,3,185,0,0,0,1,0,0,0,1,5,5,5,2,4,3,4,5,5,3,4,1,4,5,4,4,4,4,5,5,3,3,4,5,4,5,5,4,2,5,6,5,4,7,4,2,6,105,4,4,1.5,3.5,6
"437",2,1,26,3,185,0,0,0,1,0,0,0,0,4,2,4,4,4,5,5,4,5,4,5,2,4,4,4,4,4,4,5,4,5,5,4,5,5,5,1,5,6,7,5,7,7,1,1,3,7,110,1,5,6.5,1,5
"438",2,2,24,2,185,0,0,0,1,0,0,0,0,4,3,5,3,4,4,4,5,5,5,5,3,4,5,2,3,5,4,5,5,5,5,5,5,5,5,1,5,6,7,4,7,6,5,4,3,7,113,1,4.5,4.5,2.5,4.5
"439",2,2,19,3,185,0,0,0,1,0,0,0,0,4,3,1,4,5,4,4,5,5,4,4,2,3,1,1,3,2,4,2,5,4,5,4,4,4,2,5,5,1,3,7,4,4,5,7,1,6,89,4.5,3.5,2,6,7
"440",2,2,25,3,185,0,0,0,1,0,0,0,0,1,1,2,2,4,2,2,3,4,4,4,1,2,1,1,2,4,4,4,4,4,3,3,5,4,4,2,5,5,7,5,5,3,5,3,2,6,75,2.5,3,4,2,5.5
"441",2,2,38,3,187,0,0,0,1,0,0,0,0,5,5,3,5,4,4,5,4,5,5,5,1,5,4,2,5,4,5,3,2,4,4,5,3,4,4,2,1,6,2,4,6,7,5,6,3,6,105,2,7,4.5,6,4.5
"442",2,1,30,2,185,0,0,0,1,0,0,0,0,5,3,5,4,4,4,5,4,5,5,5,3,4,4,2,3,4,4,5,5,5,5,4,5,5,5,4,4,6,5,5,4,5,4,5,4,7,112,4,4.5,5,4,4.5
"443",2,2,39,3,185,0,0,0,1,0,0,0,0,4,3,2,4,5,3,4,2,4,4,2,1,2,1,1,4,4,2,2,3,4,4,4,4,4,2,6,5,5,5,6,2,7,5,6,1,6,79,6,5,4,4.5,6.5
"444",2,2,23,3,185,0,0,0,1,0,0,0,0,1,1,1,3,4,2,1,3,4,5,3,2,3,1,1,3,2,3,2,5,4,3,4,5,5,4,7,5,5,4,6,4,6,4,4,2,6,75,5.5,4.5,4.5,4,6
"445",2,1,22,4,185,0,0,0,1,0,0,0,0,5,5,5,4,4,5,5,5,5,2,4,1,4,5,5,4,5,5,5,4,5,5,5,4,5,4,5,6,3,2,5,4,4,7,6,4,6,115,4.5,3,2,6,4.5
"446",2,2,22,3,185,0,0,0,1,0,0,0,0,5,4,3,5,5,5,4,5,5,5,5,4,4,5,5,3,5,5,5,1,3,4,5,1,2,4,1,7,7,7,2,7,7,2,1,2,7,107,1,4,6.5,1,4
"447",2,2,29,2,187,0,0,0,1,0,0,0,0,5,4,4,3,5,4,5,4,5,5,2,3,4,5,2,4,2,5,4,5,4,5,5,3,5,5,5,2,7,3,7,2,7,2,6,1,6,107,5.5,6.5,6.5,5.5,7
"448",2,1,28,2,185,0,0,0,1,0,0,0,0,5,3,4,5,1,5,5,4,5,5,5,1,1,5,1,2,4,3,5,5,5,5,5,5,5,5,1,6,6,1,5,7,6,6,7,1,6,104,1,4,4,7,6
"449",2,2,23,2,185,0,0,0,1,0,0,0,0,4,3,4,3,5,3,4,3,5,4,4,2,4,1,3,3,4,4,4,3,4,3,3,3,5,4,4,5,4,5,6,5,4,4,4,3,6,92,3.5,3.5,4,3.5,5.5
"450",2,2,44,3,185,0,1,0,1,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,3,5,4,5,5,2,5,5,5,5,5,5,5,5,4,6,4,4,6,4,4,7,7,2,2,6,123,5,5.5,2.5,2,5
"451",2,2,27,2,185,0,0,0,1,0,0,0,0,5,1,5,3,1,4,4,4,5,5,5,1,1,1,1,4,5,1,5,4,5,5,5,4,5,5,2,1,6,7,5,4,5,1,3,3,7,94,3,6,6.5,2,5
"452",2,2,23,2,185,0,0,0,1,0,0,0,0,4,4,5,3,5,4,5,3,5,5,5,1,4,4,5,4,5,5,5,5,5,5,5,5,5,5,4,6,6,7,5,7,7,5,3,1,7,116,2.5,4.5,4.5,2,6
"453",2,2,23,2,169,0,0,0,1,0,0,0,0,3,5,2,1,5,4,4,5,5,5,5,1,4,5,1,3,4,5,4,5,2,5,5,5,5,5,6,3,6,5,7,2,7,4,2,1,7,103,6,6,5,2.5,7
"454",2,2,18,2,185,0,0,0,1,0,0,0,0,4,4,5,4,5,3,2,5,5,4,3,2,3,3,2,3,1,5,5,5,4,4,5,5,5,5,6,4,7,7,6,6,7,1,4,1,7,101,4,5.5,7,2.5,6.5
"455",2,2,20,2,185,0,0,0,1,0,0,0,0,4,4,3,3,5,3,3,2,5,4,5,1,3,2,1,4,5,3,5,5,3,3,4,5,4,5,3,4,5,5,5,6,6,3,4,3,5,94,2.5,5,5,3.5,5
"456",2,2,25,3,185,0,0,0,1,0,0,0,0,4,4,5,2,2,3,4,4,4,1,5,1,2,2,1,4,4,4,5,4,4,4,4,4,4,4,5,5,5,7,5,3,7,1,3,2,7,89,5,5,6,2,5.5
"457",2,2,25,2,185,0,0,0,1,0,0,0,0,4,3,5,3,4,3,4,2,5,3,4,2,2,2,3,3,5,3,5,5,5,3,4,5,5,5,4,3,5,6,5,6,6,5,4,2,6,97,3,5.5,4,3,5.5
"458",2,2,21,3,185,0,0,0,1,0,0,0,0,3,4,4,3,5,3,4,3,5,4,2,1,4,5,5,1,1,4,1,1,3,4,4,2,5,2,7,2,7,3,6,1,6,1,6,2,6,83,7,6,7,5.5,6
"459",2,2,27,4,185,0,0,0,1,0,0,0,0,5,5,5,2,5,4,4,2,5,5,2,1,3,2,5,1,4,5,5,5,4,4,5,4,4,4,7,1,7,5,7,5,7,1,3,1,7,100,5,7,7,3,7
"460",2,2,37,2,185,0,0,0,1,0,0,0,0,3,5,1,5,4,5,4,3,4,4,5,3,5,2,4,5,5,4,3,5,5,5,5,4,5,5,2,3,1,7,4,7,7,7,2,2,6,108,1.5,6,1,1.5,5
"461",2,2,20,3,185,0,0,0,1,0,0,0,0,3,4,4,2,2,3,2,3,4,4,5,3,2,3,1,3,4,3,5,5,5,3,5,4,5,5,1,5,3,7,3,7,5,6,3,3,5,92,1,4,2.5,2,4
"462",2,2,23,3,185,0,0,0,1,0,0,0,0,4,3,3,1,5,4,2,3,5,4,4,1,4,4,5,5,5,5,4,5,5,5,5,5,5,5,5,6,4,5,7,2,3,6,4,2,7,106,5.5,2.5,3,3.5,6.5
"463",2,2,32,2,185,0,0,0,1,0,0,0,0,3,4,5,3,5,3,4,2,4,3,5,1,3,3,2,5,5,4,5,5,5,3,3,5,5,5,5,6,5,6,4,5,2,2,4,2,7,100,4,2,5.5,3,5
"464",2,2,20,2,185,0,0,0,1,0,0,0,0,4,5,2,4,5,5,3,4,5,5,5,4,5,3,5,5,5,4,4,5,5,5,5,4,4,5,1,5,5,7,5,7,3,3,1,2,6,115,1,3,5,1,5.5
"465",2,2,35,3,185,0,0,0,1,0,0,0,0,4,5,3,4,5,3,4,2,5,5,3,4,4,2,4,4,3,3,2,2,4,4,4,4,3,4,3,3,6,4,7,4,6,6,5,3,6,94,3.5,5.5,4,4.5,6
"466",2,1,21,3,78,0,1,0,0,0,0,0,0,3,5,5,2,1,3,3,5,5,1,3,1,3,5,1,5,2,5,5,5,5,4,5,5,5,5,6,6,5,1,7,6,7,4,7,1,5,97,4,4.5,4.5,7,7
"467",2,2,25,3,185,0,0,0,1,0,0,0,0,3,3,3,3,5,5,4,5,5,5,4,4,5,2,5,4,5,5,5,3,4,5,4,5,5,5,5,6,4,6,3,5,7,1,2,1,7,111,4,4.5,5.5,2,5
"468",2,2,26,3,185,0,0,0,1,0,0,0,0,4,4,5,3,3,4,2,2,5,4,4,2,2,1,4,3,4,3,4,5,4,4,4,5,4,4,4,4,5,4,5,5,5,3,4,3,5,93,3.5,4.5,5,4,5
"469",2,2,24,2,185,0,0,0,1,0,0,0,0,3,1,5,3,4,2,3,4,5,3,4,2,3,2,5,4,2,1,5,5,5,4,5,5,5,5,4,1,3,6,5,5,7,7,1,1,6,95,3.5,7,2,1.5,6
